<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
EURUSD;30;20170118;010000;1.0708300;1.0714000;1.0705000;1.0712900;24337
EURUSD;30;20170118;013000;1.0712500;1.0715900;1.0707000;1.0710800;10435
EURUSD;30;20170118;020000;1.0710800;1.0713100;1.0705000;1.0710800;16941
EURUSD;30;20170118;023000;1.0710500;1.0713200;1.0699000;1.0703000;23179
EURUSD;30;20170118;030000;1.0703000;1.0703600;1.0693000;1.0696900;27121
EURUSD;30;20170118;033000;1.0695700;1.0708400;1.0693000;1.0705000;34866
EURUSD;30;20170118;040000;1.0704600;1.0709300;1.0695000;1.0709100;35468
EURUSD;30;20170118;043000;1.0709100;1.0712500;1.0692000;1.0696400;38726
EURUSD;30;20170118;050000;1.0696100;1.0699900;1.0689000;1.0698900;37631
EURUSD;30;20170118;053000;1.0698900;1.0699000;1.0686600;1.0688200;36781
EURUSD;30;20170118;060000;1.0688200;1.0696400;1.0686000;1.0693000;32086
EURUSD;30;20170118;063000;1.0693300;1.0698400;1.0690000;1.0697000;31777
EURUSD;30;20170118;070000;1.0696800;1.0700400;1.0691000;1.0697700;30688
EURUSD;30;20170118;073000;1.0697700;1.0699200;1.0691000;1.0694600;29761
EURUSD;30;20170118;080000;1.0694600;1.0700200;1.0690000;1.0697800;30082
EURUSD;30;20170118;083000;1.0697800;1.0700200;1.0684000;1.0687000;35142
EURUSD;30;20170118;090000;1.0687400;1.0688600;1.0679000;1.0684200;37690
EURUSD;30;20170118;093000;1.0684200;1.0688900;1.0680000;1.0685400;35649
EURUSD;30;20170118;100000;1.0685600;1.0691600;1.0676000;1.0680100;34175
EURUSD;30;20170118;103000;1.0680100;1.0685200;1.0674000;1.0679800;38991
EURUSD;30;20170118;110000;1.0679700;1.0685500;1.0674000;1.0677800;44132
EURUSD;30;20170118;113000;1.0678100;1.0704700;1.0675000;1.0697300;60974
EURUSD;30;20170118;120000;1.0697200;1.0699000;1.0686000;1.0691300;48130
EURUSD;30;20170118;123000;1.0691300;1.0695500;1.0683000;1.0690300;45250
EURUSD;30;20170118;130000;1.0690700;1.0696200;1.0683000;1.0696000;44554
EURUSD;30;20170118;133000;1.0695400;1.0696400;1.0682000;1.0684500;48586
EURUSD;30;20170118;140000;1.0684500;1.0686100;1.0678000;1.0685700;46024
EURUSD;30;20170118;143000;1.0685500;1.0687900;1.0676000;1.0684400;39196
EURUSD;30;20170118;150000;1.0684400;1.0690000;1.0680000;1.0686200;40846
EURUSD;30;20170118;153000;1.0686800;1.0690000;1.0679000;1.0685700;39522
EURUSD;30;20170118;160000;1.0685700;1.0686800;1.0662000;1.0665800;44763
EURUSD;30;20170118;163000;1.0665800;1.0670000;1.0656000;1.0663000;58272
EURUSD;30;20170118;170000;1.0663200;1.0673500;1.0654000;1.0668400;69169
EURUSD;30;20170118;173000;1.0668400;1.0677100;1.0662000;1.0676000;52382
EURUSD;30;20170118;180000;1.0676900;1.0690000;1.0672000;1.0684200;67751
EURUSD;30;20170118;183000;1.0683600;1.0695300;1.0678000;1.0693700;65186
EURUSD;30;20170118;190000;1.0693500;1.0703000;1.0687000;1.0695000;61086
EURUSD;30;20170118;193000;1.0695200;1.0696300;1.0684000;1.0685700;55107
EURUSD;30;20170118;200000;1.0685700;1.0686800;1.0674000;1.0682300;49364
EURUSD;30;20170118;203000;1.0682200;1.0684300;1.0673000;1.0683800;42118
EURUSD;30;20170118;210000;1.0683800;1.0692100;1.0679000;1.0682800;40122
EURUSD;30;20170118;213000;1.0682400;1.0683500;1.0669000;1.0675800;36089
EURUSD;30;20170118;220000;1.0675800;1.0676000;1.0661000;1.0666400;43283
EURUSD;30;20170118;223000;1.0666500;1.0672000;1.0661000;1.0665800;34940
EURUSD;30;20170118;230000;1.0665800;1.0671700;1.0658000;1.0671300;29387
EURUSD;30;20170118;233000;1.0671000;1.0672500;1.0628000;1.0635700;79819
EURUSD;30;20170119;000000;1.0636000;1.0643600;1.0629000;1.0638200;57338
EURUSD;30;20170119;003000;1.0637500;1.0638800;1.0630000;1.0637100;29898
EURUSD;30;20170119;010000;1.0636900;1.0637200;1.0626000;1.0629700;25158
EURUSD;30;20170119;013000;1.0629700;1.0632700;1.0625000;1.0630100;14800
EURUSD;30;20170119;020000;1.0630100;1.0635300;1.0628000;1.0633600;17505
EURUSD;30;20170119;023000;1.0633000;1.0635300;1.0625000;1.0629200;27128
EURUSD;30;20170119;030000;1.0628700;1.0633600;1.0622000;1.0627900;27056
EURUSD;30;20170119;033000;1.0627900;1.0634200;1.0624000;1.0632600;35260
EURUSD;30;20170119;040000;1.0632600;1.0634500;1.0619000;1.0624700;35689
EURUSD;30;20170119;043000;1.0625600;1.0633000;1.0622300;1.0629300;33124
EURUSD;30;20170119;050000;1.0629400;1.0630700;1.0621000;1.0628000;37650
EURUSD;30;20170119;053000;1.0627900;1.0642100;1.0625000;1.0637900;41326
EURUSD;30;20170119;060000;1.0638200;1.0641000;1.0631000;1.0636700;32770
EURUSD;30;20170119;063000;1.0637500;1.0644000;1.0632000;1.0641100;32772
EURUSD;30;20170119;070000;1.0641900;1.0645400;1.0637000;1.0638600;33861
EURUSD;30;20170119;073000;1.0638800;1.0643100;1.0635000;1.0638100;25844
EURUSD;30;20170119;080000;1.0638000;1.0641300;1.0634000;1.0640600;26505
EURUSD;30;20170119;083000;1.0640600;1.0641000;1.0630000;1.0637500;30876
EURUSD;30;20170119;090000;1.0637400;1.0640900;1.0632000;1.0638600;28794
EURUSD;30;20170119;093000;1.0639300;1.0641200;1.0631000;1.0637500;30023
EURUSD;30;20170119;100000;1.0637500;1.0643800;1.0634000;1.0641500;27905
EURUSD;30;20170119;103000;1.0642200;1.0647000;1.0633000;1.0636400;46080
EURUSD;30;20170119;110000;1.0636800;1.0647000;1.0630000;1.0641300;50083
EURUSD;30;20170119;113000;1.0641900;1.0654900;1.0635000;1.0651500;60774
EURUSD;30;20170119;120000;1.0652000;1.0655400;1.0643000;1.0655000;55496
EURUSD;30;20170119;123000;1.0655100;1.0670500;1.0651000;1.0664000;59316
EURUSD;30;20170119;130000;1.0664000;1.0670000;1.0658000;1.0660800;54815
EURUSD;30;20170119;133000;1.0660800;1.0662900;1.0653000;1.0656700;47860
EURUSD;30;20170119;140000;1.0656000;1.0660000;1.0651000;1.0655900;42124
EURUSD;30;20170119;143000;1.0655000;1.0660800;1.0651000;1.0658000;41147
EURUSD;30;20170119;150000;1.0657600;1.0665100;1.0651000;1.0664400;37538
EURUSD;30;20170119;153000;1.0663400;1.0670000;1.0658000;1.0662500;38985
EURUSD;30;20170119;160000;1.0662500;1.0670000;1.0655000;1.0669200;52982
EURUSD;30;20170119;163000;1.0669100;1.0676700;1.0664000;1.0668100;50486
EURUSD;30;20170119;170000;1.0667700;1.0668200;1.0602000;1.0619100;108169
EURUSD;30;20170119;173000;1.0619100;1.0620800;1.0588400;1.0613800;103546
EURUSD;30;20170119;180000;1.0613900;1.0623200;1.0589000;1.0590300;82576
EURUSD;30;20170119;183000;1.0590500;1.0610200;1.0589000;1.0599600;77326
EURUSD;30;20170119;190000;1.0600600;1.0622300;1.0588600;1.0609300;69798
EURUSD;30;20170119;193000;1.0609400;1.0636900;1.0607000;1.0630900;74797
EURUSD;30;20170119;200000;1.0630200;1.0636700;1.0625700;1.0629800;49074
EURUSD;30;20170119;203000;1.0629300;1.0633500;1.0616000;1.0627200;48974
EURUSD;30;20170119;210000;1.0626300;1.0633100;1.0612000;1.0632200;48166
EURUSD;30;20170119;213000;1.0632100;1.0641500;1.0617000;1.0636100;51487
EURUSD;30;20170119;220000;1.0636600;1.0637500;1.0623000;1.0626500;38626
EURUSD;30;20170119;223000;1.0626200;1.0643000;1.0623000;1.0638800;46122
EURUSD;30;20170119;230000;1.0638500;1.0660300;1.0635000;1.0659800;50473
EURUSD;30;20170119;233000;1.0659300;1.0669300;1.0652000;1.0658800;49984
EURUSD;30;20170120;000000;1.0658900;1.0666100;1.0654000;1.0660100;38265
EURUSD;30;20170120;003000;1.0660300;1.0663100;1.0655000;1.0662300;22006
EURUSD;30;20170120;010000;1.0661800;1.0666200;1.0659000;1.0663900;18303
EURUSD;30;20170120;013000;1.0663300;1.0666100;1.0654500;1.0660200;13208
EURUSD;30;20170120;020000;1.0658000;1.0662700;1.0655000;1.0658200;20171
EURUSD;30;20170120;023000;1.0657600;1.0662200;1.0655000;1.0658800;32408
EURUSD;30;20170120;030000;1.0659900;1.0660400;1.0653000;1.0659200;23760
EURUSD;30;20170120;033000;1.0659100;1.0661800;1.0650000;1.0654300;34084
EURUSD;30;20170120;040000;1.0653600;1.0658100;1.0649000;1.0653300;26866
EURUSD;30;20170120;043000;1.0653300;1.0673800;1.0652000;1.0671500;45484
EURUSD;30;20170120;050000;1.0671500;1.0687700;1.0668000;1.0680600;39512
EURUSD;30;20170120;053000;1.0681400;1.0683700;1.0673100;1.0675500;35414
EURUSD;30;20170120;060000;1.0675500;1.0679800;1.0672000;1.0677100;28555
EURUSD;30;20170120;063000;1.0676800;1.0691500;1.0676000;1.0690900;35660
EURUSD;30;20170120;070000;1.0691100;1.0693700;1.0682000;1.0684900;34810
EURUSD;30;20170120;073000;1.0685100;1.0686000;1.0677000;1.0680300;29557
EURUSD;30;20170120;080000;1.0680200;1.0682700;1.0676000;1.0679900;26310
EURUSD;30;20170120;083000;1.0680100;1.0681500;1.0674000;1.0680300;28510
EURUSD;30;20170120;090000;1.0681200;1.0681500;1.0668000;1.0672400;31494
EURUSD;30;20170120;093000;1.0671700;1.0682400;1.0671000;1.0680300;33769
EURUSD;30;20170120;100000;1.0680300;1.0686100;1.0673000;1.0682600;31787
EURUSD;30;20170120;103000;1.0682700;1.0692100;1.0678000;1.0684500;45754
EURUSD;30;20170120;110000;1.0684400;1.0685200;1.0669000;1.0671900;45692
EURUSD;30;20170120;113000;1.0671600;1.0683600;1.0662000;1.0664000;60354
EURUSD;30;20170120;120000;1.0664800;1.0670000;1.0658000;1.0662800;49413
EURUSD;30;20170120;123000;1.0663000;1.0667400;1.0654000;1.0657900;47514
EURUSD;30;20170120;130000;1.0658200;1.0662300;1.0639000;1.0646400;60469
EURUSD;30;20170120;133000;1.0645900;1.0650000;1.0633000;1.0640300;48654
EURUSD;30;20170120;140000;1.0640300;1.0641500;1.0625500;1.0636700;51152
EURUSD;30;20170120;143000;1.0637000;1.0640100;1.0627000;1.0631900;45973
EURUSD;30;20170120;150000;1.0631900;1.0641600;1.0626000;1.0638300;44672
EURUSD;30;20170120;153000;1.0638500;1.0644200;1.0632000;1.0643700;43485
EURUSD;30;20170120;160000;1.0643200;1.0646700;1.0623000;1.0627300;43200
EURUSD;30;20170120;163000;1.0627100;1.0646400;1.0623000;1.0644000;51768
EURUSD;30;20170120;170000;1.0644800;1.0660000;1.0640000;1.0656300;61617
EURUSD;30;20170120;173000;1.0656200;1.0666400;1.0650000;1.0663400;55529
EURUSD;30;20170120;180000;1.0663500;1.0666800;1.0652000;1.0655100;63054
EURUSD;30;20170120;183000;1.0654800;1.0683500;1.0654000;1.0675300;64186
EURUSD;30;20170120;190000;1.0675300;1.0680000;1.0663000;1.0678700;59170
EURUSD;30;20170120;193000;1.0678600;1.0681500;1.0661000;1.0677100;57842
EURUSD;30;20170120;200000;1.0677100;1.0683200;1.0670800;1.0678700;49920
EURUSD;30;20170120;203000;1.0678600;1.0695000;1.0662500;1.0689000;93444
EURUSD;30;20170120;210000;1.0688000;1.0691500;1.0668600;1.0674700;78099
EURUSD;30;20170120;213000;1.0674700;1.0683500;1.0665000;1.0668000;58481
EURUSD;30;20170120;220000;1.0668300;1.0683000;1.0665000;1.0681500;46535
EURUSD;30;20170120;223000;1.0681500;1.0700800;1.0678000;1.0693600;58814
EURUSD;30;20170120;230000;1.0693900;1.0709600;1.0688000;1.0705600;56702
EURUSD;30;20170120;233000;1.0705500;1.0706100;1.0688800;1.0695200;55111
EURUSD;30;20170121;000000;1.0695700;1.0696400;1.0687000;1.0695500;39812
EURUSD;30;20170121;003000;1.0695400;1.0697400;1.0689000;1.0695000;23702
EURUSD;30;20170121;010000;1.0695400;1.0704900;1.0691000;1.0699000;20227
EURUSD;30;20170122;180000;1.0705100;1.0705100;1.0705100;1.0705100;2
EURUSD;30;20170123;020000;1.0705100;1.0705400;1.0700500;1.0703100;4750
EURUSD;30;20170123;023000;1.0702900;1.0716900;1.0701000;1.0711400;31444
EURUSD;30;20170123;030000;1.0710900;1.0715400;1.0702000;1.0711800;33234
EURUSD;30;20170123;033000;1.0712600;1.0720500;1.0707000;1.0713400;35513
EURUSD;30;20170123;040000;1.0713400;1.0730100;1.0710000;1.0723800;35269
EURUSD;30;20170123;043000;1.0723800;1.0731700;1.0712600;1.0727900;32902
EURUSD;30;20170123;050000;1.0728300;1.0744900;1.0725000;1.0743900;35937
EURUSD;30;20170123;053000;1.0744100;1.0746000;1.0736000;1.0742500;38696
EURUSD;30;20170123;060000;1.0742500;1.0745500;1.0737000;1.0745300;32486
EURUSD;30;20170123;063000;1.0745400;1.0751800;1.0743000;1.0748500;28742
EURUSD;30;20170123;070000;1.0748800;1.0748800;1.0740000;1.0743200;27462
EURUSD;30;20170123;073000;1.0743500;1.0744300;1.0738000;1.0742300;24609
EURUSD;30;20170123;080000;1.0742300;1.0746000;1.0735000;1.0737100;27521
EURUSD;30;20170123;083000;1.0736800;1.0740300;1.0733000;1.0737500;27612
EURUSD;30;20170123;090000;1.0737700;1.0748300;1.0732000;1.0747500;35639
EURUSD;30;20170123;093000;1.0748200;1.0754900;1.0744000;1.0749400;41295
EURUSD;30;20170123;100000;1.0748900;1.0751800;1.0738000;1.0742000;37128
EURUSD;30;20170123;103000;1.0741900;1.0752800;1.0738000;1.0746100;47215
EURUSD;30;20170123;110000;1.0745900;1.0754100;1.0738000;1.0742100;44547
EURUSD;30;20170123;113000;1.0742100;1.0750000;1.0732000;1.0734600;53570
EURUSD;30;20170123;120000;1.0734700;1.0743200;1.0723000;1.0727800;42354
EURUSD;30;20170123;123000;1.0727500;1.0733000;1.0722000;1.0727800;38858
EURUSD;30;20170123;130000;1.0727800;1.0730900;1.0721000;1.0725200;38900
EURUSD;30;20170123;133000;1.0725900;1.0740900;1.0724000;1.0738500;38498
EURUSD;30;20170123;140000;1.0739400;1.0745000;1.0734000;1.0737700;38837
EURUSD;30;20170123;143000;1.0737600;1.0740800;1.0725000;1.0729600;41409
EURUSD;30;20170123;150000;1.0729600;1.0734500;1.0724000;1.0729400;38118
EURUSD;30;20170123;153000;1.0729100;1.0734600;1.0724000;1.0730300;36618
EURUSD;30;20170123;160000;1.0731200;1.0743900;1.0729000;1.0734700;43461
EURUSD;30;20170123;163000;1.0734400;1.0735900;1.0708000;1.0728600;56718
EURUSD;30;20170123;170000;1.0728500;1.0740000;1.0726000;1.0730000;46619
EURUSD;30;20170123;173000;1.0729700;1.0733400;1.0705000;1.0725100;65742
EURUSD;30;20170123;180000;1.0725200;1.0728600;1.0705000;1.0725600;66742
EURUSD;30;20170123;183000;1.0725600;1.0744500;1.0721100;1.0738900;61462
EURUSD;30;20170123;190000;1.0739100;1.0752100;1.0735900;1.0747700;61411
EURUSD;30;20170123;193000;1.0747400;1.0748500;1.0725000;1.0732200;56586
EURUSD;30;20170123;200000;1.0731800;1.0745000;1.0731000;1.0739600;56384
EURUSD;30;20170123;203000;1.0739800;1.0742200;1.0721000;1.0725800;46189
EURUSD;30;20170123;210000;1.0725500;1.0728200;1.0717900;1.0726900;38921
EURUSD;30;20170123;213000;1.0726900;1.0735400;1.0722000;1.0734000;32784
EURUSD;30;20170123;220000;1.0734100;1.0737000;1.0727600;1.0736000;31301
EURUSD;30;20170123;223000;1.0736000;1.0743000;1.0733000;1.0739400;30551
EURUSD;30;20170123;230000;1.0739400;1.0749800;1.0735900;1.0745900;33230
EURUSD;30;20170123;233000;1.0745900;1.0751700;1.0742000;1.0747500;25783
EURUSD;30;20170124;000000;1.0747500;1.0748600;1.0739000;1.0743400;28864
EURUSD;30;20170124;003000;1.0743200;1.0749900;1.0740000;1.0749600;20940
EURUSD;30;20170124;010000;1.0749400;1.0769300;1.0747000;1.0762700;44293
EURUSD;30;20170124;013000;1.0762800;1.0769700;1.0759000;1.0766100;16135
EURUSD;30;20170124;020000;1.0765200;1.0772600;1.0760000;1.0771900;18355
EURUSD;30;20170124;023000;1.0773000;1.0773000;1.0764000;1.0768900;25291
EURUSD;30;20170124;030000;1.0769500;1.0769600;1.0756000;1.0758300;29443
EURUSD;30;20170124;033000;1.0759000;1.0762000;1.0753000;1.0758900;31816
EURUSD;30;20170124;040000;1.0758900;1.0761500;1.0752000;1.0759800;32945
EURUSD;30;20170124;043000;1.0759600;1.0760000;1.0743000;1.0747400;43865
EURUSD;30;20170124;050000;1.0747500;1.0757400;1.0744000;1.0754400;37079
EURUSD;30;20170124;053000;1.0754600;1.0766900;1.0751000;1.0764000;35298
EURUSD;30;20170124;060000;1.0764300;1.0766500;1.0755000;1.0758600;30656
EURUSD;30;20170124;063000;1.0758100;1.0767000;1.0753000;1.0766400;34202
EURUSD;30;20170124;070000;1.0766600;1.0770800;1.0758000;1.0759800;38119
EURUSD;30;20170124;073000;1.0759400;1.0762700;1.0750000;1.0753900;36117
EURUSD;30;20170124;080000;1.0753900;1.0756000;1.0747000;1.0751100;33375
EURUSD;30;20170124;083000;1.0751100;1.0759100;1.0748000;1.0753600;29438
EURUSD;30;20170124;090000;1.0753800;1.0760000;1.0746000;1.0754800;33248
EURUSD;30;20170124;093000;1.0754700;1.0757000;1.0746000;1.0748600;33244
EURUSD;30;20170124;100000;1.0748700;1.0752000;1.0735000;1.0740900;37675
EURUSD;30;20170124;103000;1.0740400;1.0750000;1.0735000;1.0747200;43266
EURUSD;30;20170124;110000;1.0747000;1.0749800;1.0731000;1.0737800;47798
EURUSD;30;20170124;113000;1.0737300;1.0752900;1.0735000;1.0747100;49313
EURUSD;30;20170124;120000;1.0746800;1.0751000;1.0739000;1.0747500;50589
EURUSD;30;20170124;123000;1.0746700;1.0751900;1.0734000;1.0738000;50001
EURUSD;30;20170124;130000;1.0737700;1.0744000;1.0732000;1.0739700;62701
EURUSD;30;20170124;133000;1.0740400;1.0744000;1.0733000;1.0736000;46574
EURUSD;30;20170124;140000;1.0736000;1.0740000;1.0726000;1.0729500;38540
EURUSD;30;20170124;143000;1.0729700;1.0737100;1.0723000;1.0733100;44117
EURUSD;30;20170124;150000;1.0733100;1.0744300;1.0727000;1.0743100;40823
EURUSD;30;20170124;153000;1.0742800;1.0746000;1.0737000;1.0742200;38972
EURUSD;30;20170124;160000;1.0742800;1.0747700;1.0738000;1.0741800;48197
EURUSD;30;20170124;163000;1.0741800;1.0751200;1.0738000;1.0748800;47880
EURUSD;30;20170124;170000;1.0748900;1.0757000;1.0744000;1.0746700;47942
EURUSD;30;20170124;173000;1.0747400;1.0754400;1.0740000;1.0744900;50512
EURUSD;30;20170124;180000;1.0745200;1.0766400;1.0744300;1.0761100;63822
EURUSD;30;20170124;183000;1.0761000;1.0775000;1.0747000;1.0754200;65707
EURUSD;30;20170124;190000;1.0754500;1.0760000;1.0746000;1.0752300;56206
EURUSD;30;20170124;193000;1.0752100;1.0760000;1.0744000;1.0753200;55011
EURUSD;30;20170124;200000;1.0753200;1.0755700;1.0744000;1.0748200;48882
EURUSD;30;20170124;203000;1.0748200;1.0760700;1.0746000;1.0760000;40777
EURUSD;30;20170124;210000;1.0759000;1.0761100;1.0751000;1.0756500;32162
EURUSD;30;20170124;213000;1.0756300;1.0758300;1.0739000;1.0743100;41024
EURUSD;30;20170124;220000;1.0743700;1.0744000;1.0731000;1.0734500;38259
EURUSD;30;20170124;223000;1.0734800;1.0734800;1.0722000;1.0729300;40471
EURUSD;30;20170124;230000;1.0729300;1.0729400;1.0719000;1.0722300;30704
EURUSD;30;20170124;233000;1.0722900;1.0728200;1.0718000;1.0726500;32113
EURUSD;30;20170125;000000;1.0726900;1.0733500;1.0723000;1.0732900;30242
EURUSD;30;20170125;003000;1.0733400;1.0733500;1.0727000;1.0731700;19447
EURUSD;30;20170125;010000;1.0731700;1.0732800;1.0728000;1.0730000;17760
EURUSD;30;20170125;013000;1.0730200;1.0733100;1.0724000;1.0731100;10839
EURUSD;30;20170125;020000;1.0731100;1.0734200;1.0726000;1.0731200;11496
EURUSD;30;20170125;023000;1.0731200;1.0733100;1.0724000;1.0726000;19244
EURUSD;30;20170125;030000;1.0726800;1.0730500;1.0721000;1.0728200;23575
EURUSD;30;20170125;033000;1.0728400;1.0730100;1.0721000;1.0729800;27400
EURUSD;30;20170125;040000;1.0729900;1.0733800;1.0724000;1.0731000;38098
EURUSD;30;20170125;043000;1.0731100;1.0734600;1.0719000;1.0729500;39280
EURUSD;30;20170125;050000;1.0729900;1.0735000;1.0726000;1.0728800;33928
EURUSD;30;20170125;053000;1.0729200;1.0737900;1.0724000;1.0733100;37625
EURUSD;30;20170125;060000;1.0732100;1.0734900;1.0728000;1.0730800;32380
EURUSD;30;20170125;063000;1.0730100;1.0732900;1.0725000;1.0728400;28716
EURUSD;30;20170125;070000;1.0728700;1.0732500;1.0724000;1.0731400;28655
EURUSD;30;20170125;073000;1.0731300;1.0737400;1.0728000;1.0734800;30897
EURUSD;30;20170125;080000;1.0734800;1.0735500;1.0729000;1.0730300;24860
EURUSD;30;20170125;083000;1.0729900;1.0730700;1.0725000;1.0727800;26399
EURUSD;30;20170125;090000;1.0727300;1.0728200;1.0721000;1.0725900;27963
EURUSD;30;20170125;093000;1.0726300;1.0726500;1.0720000;1.0725200;30536
EURUSD;30;20170125;100000;1.0725200;1.0725600;1.0719000;1.0721300;25556
EURUSD;30;20170125;103000;1.0721400;1.0722000;1.0709000;1.0718200;45449
EURUSD;30;20170125;110000;1.0718200;1.0727000;1.0711000;1.0713200;44747
EURUSD;30;20170125;113000;1.0713000;1.0732700;1.0711000;1.0730400;56084
EURUSD;30;20170125;120000;1.0731100;1.0731200;1.0720000;1.0729200;52577
EURUSD;30;20170125;123000;1.0729500;1.0750000;1.0722900;1.0744300;61527
EURUSD;30;20170125;130000;1.0744300;1.0754800;1.0740000;1.0749800;54067
EURUSD;30;20170125;133000;1.0748900;1.0751400;1.0739000;1.0750000;44263
EURUSD;30;20170125;140000;1.0749400;1.0754600;1.0745000;1.0753400;36818
EURUSD;30;20170125;143000;1.0753500;1.0756500;1.0747000;1.0751300;35257
EURUSD;30;20170125;150000;1.0751300;1.0754000;1.0746000;1.0751000;32506
EURUSD;30;20170125;153000;1.0752200;1.0770000;1.0746000;1.0760700;57978
EURUSD;30;20170125;160000;1.0760700;1.0770000;1.0742000;1.0745500;55836
EURUSD;30;20170125;163000;1.0745600;1.0750000;1.0735000;1.0739000;53195
EURUSD;30;20170125;170000;1.0739100;1.0745400;1.0733000;1.0744700;50540
EURUSD;30;20170125;173000;1.0744500;1.0745700;1.0718000;1.0725700;60127
EURUSD;30;20170125;180000;1.0725900;1.0740000;1.0718000;1.0726600;67355
EURUSD;30;20170125;183000;1.0726900;1.0744200;1.0724000;1.0743500;55038
EURUSD;30;20170125;190000;1.0743600;1.0745200;1.0732000;1.0740900;58126
EURUSD;30;20170125;193000;1.0740800;1.0745500;1.0730000;1.0733600;56117
EURUSD;30;20170125;200000;1.0733500;1.0753300;1.0731000;1.0742600;49683
EURUSD;30;20170125;203000;1.0742900;1.0745000;1.0728000;1.0731800;39548
EURUSD;30;20170125;210000;1.0732100;1.0737900;1.0722000;1.0737500;41066
EURUSD;30;20170125;213000;1.0737600;1.0740000;1.0727000;1.0736100;43368
EURUSD;30;20170125;220000;1.0736100;1.0738200;1.0722000;1.0726000;39942
EURUSD;30;20170125;223000;1.0725800;1.0730400;1.0718000;1.0729300;33190
EURUSD;30;20170125;230000;1.0728600;1.0741600;1.0727000;1.0741100;33534
EURUSD;30;20170125;233000;1.0740900;1.0750300;1.0734000;1.0746000;39686
EURUSD;30;20170126;000000;1.0746700;1.0752700;1.0741000;1.0752100;36375
EURUSD;30;20170126;003000;1.0752400;1.0752700;1.0744000;1.0747700;22011
EURUSD;30;20170126;010000;1.0747700;1.0754300;1.0743000;1.0745900;29615
EURUSD;30;20170126;013000;1.0746800;1.0755200;1.0742000;1.0748600;10000
EURUSD;30;20170126;020000;1.0748500;1.0751200;1.0743000;1.0749600;15350
EURUSD;30;20170126;023000;1.0749900;1.0754000;1.0744000;1.0747700;22857
EURUSD;30;20170126;030000;1.0747700;1.0753200;1.0744000;1.0752100;23919
EURUSD;30;20170126;033000;1.0752500;1.0764100;1.0750400;1.0756100;36639
EURUSD;30;20170126;040000;1.0756800;1.0765000;1.0752000;1.0762700;31327
EURUSD;30;20170126;043000;1.0763100;1.0764600;1.0755000;1.0763200;32252
EURUSD;30;20170126;050000;1.0763400;1.0765700;1.0755000;1.0758800;35050
EURUSD;30;20170126;053000;1.0758800;1.0761300;1.0752000;1.0756300;35288
EURUSD;30;20170126;060000;1.0756300;1.0757600;1.0752000;1.0757100;27990
EURUSD;30;20170126;063000;1.0757100;1.0762500;1.0753000;1.0756800;28460
EURUSD;30;20170126;070000;1.0756700;1.0758600;1.0752000;1.0756800;24933
EURUSD;30;20170126;073000;1.0756800;1.0759600;1.0753000;1.0757200;24484
EURUSD;30;20170126;080000;1.0757200;1.0758000;1.0751000;1.0756900;24474
EURUSD;30;20170126;083000;1.0757200;1.0760700;1.0754000;1.0757700;25225
EURUSD;30;20170126;090000;1.0757700;1.0758800;1.0750000;1.0755300;24380
EURUSD;30;20170126;093000;1.0755700;1.0756800;1.0740000;1.0743400;34613
EURUSD;30;20170126;100000;1.0742600;1.0746700;1.0737000;1.0741000;30419
EURUSD;30;20170126;103000;1.0741400;1.0750000;1.0734000;1.0739300;46481
EURUSD;30;20170126;110000;1.0739300;1.0741900;1.0726000;1.0731000;44490
EURUSD;30;20170126;113000;1.0730300;1.0740000;1.0724000;1.0740000;53844
EURUSD;30;20170126;120000;1.0739600;1.0744000;1.0734000;1.0739500;47465
EURUSD;30;20170126;123000;1.0739200;1.0743700;1.0732000;1.0735700;42509
EURUSD;30;20170126;130000;1.0735500;1.0736100;1.0714000;1.0720400;63639
EURUSD;30;20170126;133000;1.0720900;1.0730000;1.0714000;1.0717200;52450
EURUSD;30;20170126;140000;1.0717200;1.0721400;1.0710000;1.0720700;42757
EURUSD;30;20170126;143000;1.0720800;1.0730000;1.0717000;1.0729000;40761
EURUSD;30;20170126;150000;1.0728000;1.0733400;1.0722000;1.0731200;42158
EURUSD;30;20170126;153000;1.0731200;1.0732800;1.0719000;1.0727300;53004
EURUSD;30;20170126;160000;1.0727900;1.0732800;1.0707200;1.0710500;51725
EURUSD;30;20170126;163000;1.0710500;1.0712500;1.0686000;1.0693800;67996
EURUSD;30;20170126;170000;1.0694400;1.0706800;1.0692000;1.0696900;69315
EURUSD;30;20170126;173000;1.0696300;1.0704700;1.0679000;1.0683300;64420
EURUSD;30;20170126;180000;1.0682800;1.0691600;1.0671000;1.0684900;68533
EURUSD;30;20170126;183000;1.0684400;1.0692800;1.0678000;1.0682100;70280
EURUSD;30;20170126;190000;1.0681800;1.0683300;1.0667000;1.0671300;66909
EURUSD;30;20170126;193000;1.0671300;1.0674200;1.0656000;1.0665100;58161
EURUSD;30;20170126;200000;1.0664700;1.0670200;1.0655000;1.0669100;48120
EURUSD;30;20170126;203000;1.0668300;1.0679000;1.0665000;1.0675800;39426
EURUSD;30;20170126;210000;1.0676500;1.0688500;1.0673000;1.0686000;34523
EURUSD;30;20170126;213000;1.0685800;1.0696500;1.0683900;1.0689400;48838
EURUSD;30;20170126;220000;1.0689400;1.0700700;1.0684000;1.0696100;38019
